time,constant,dynamic,highly_dynamic
6618600,0.05461,0.0888,0.0168314
6619500,0.05461,0.0888,0.0168314
6620400,0.05461,0.0888,0.016912
6621300,0.05461,0.0888,0.016912
6622200,0.05461,0.0888,0.016912
6623100,0.05461,0.0888,0.016912
6624000,0.05461,0.0888,0.0173345
6624900,0.05461,0.0888,0.0173345
6625800,0.05461,0.0888,0.0173345
6626700,0.05461,0.0888,0.0173345
6627600,0.05461,0.0888,0.0178252
6628500,0.05461,0.0888,0.0178252
6629400,0.05461,0.0888,0.0178252
6630300,0.05461,0.0888,0.0178252
6631200,0.05461,0.05413,0.0182124
6632100,0.05461,0.05413,0.0182124
6633000,0.05461,0.05413,0.0182124
6633900,0.05461,0.05413,0.0182124
6634800,0.05461,0.05413,0.016115
6635700,0.05461,0.05413,0.016115
6636600,0.05461,0.05413,0.016115
6637500,0.05461,0.05413,0.016115
6638400,0.05461,0.05413,0.0091141
6639300,0.05461,0.05413,0.0091141
6640200,0.05461,0.05413,0.0091141
6641100,0.05461,0.05413,0.0091141
6642000,0.05461,0.0444,0.0077831
6642900,0.05461,0.0444,0.0077831
6643800,0.05461,0.0444,0.0077831
6644700,0.05461,0.0444,0.0077831
6645600,0.05461,0.0444,0.0053135
6646500,0.05461,0.0444,0.0053135
6647400,0.05461,0.0444,0.0053135
6648300,0.05461,0.0444,0.0053135
6649200,0.05461,0.0444,0.0034035
6650100,0.05461,0.0444,0.0034035
6651000,0.05461,0.0444,0.0034035
6651900,0.05461,0.0444,0.0034035
6652800,0.05461,0.0444,0.0024078
6653700,0.05461,0.0444,0.0024078
6654600,0.05461,0.0444,0.0024078
6655500,0.05461,0.0444,0.0024078
6656400,0.05461,0.0444,0.0020582
6657300,0.05461,0.0444,0.0020582
6658200,0.05461,0.0444,0.0020582
6659100,0.05461,0.0444,0.0020582
6660000,0.05461,0.0444,0.0017489
6660900,0.05461,0.0444,0.0017489
6661800,0.05461,0.0444,0.0017489
6662700,0.05461,0.0444,0.0017489
6663600,0.05461,0.0444,0.0009908
6664500,0.05461,0.0444,0.0009908
6665400,0.05461,0.0444,0.0009908
6666300,0.05461,0.0444,0.0009908
6667200,0.05461,0.0444,0.0051582
6668100,0.05461,0.0444,0.0051582
6669000,0.05461,0.0444,0.0051582
6669900,0.05461,0.0444,0.0051582
6670800,0.05461,0.0444,0.0057783
6671700,0.05461,0.0444,0.0057783
6672600,0.05461,0.0444,0.0057783
6673500,0.05461,0.0444,0.0057783
6674400,0.05461,0.0444,0.005
6675300,0.05461,0.0444,0.005
6676200,0.05461,0.0444,0.005
6677100,0.05461,0.0444,0.005
6678000,0.05461,0.0444,0.0058462
6678900,0.05461,0.0444,0.0058462
6679800,0.05461,0.0444,0.0058462
6680700,0.05461,0.0444,0.0058462
6681600,0.05461,0.0444,0.005647
6682500,0.05461,0.0444,0.005647
6683400,0.05461,0.0444,0.005647
6684300,0.05461,0.0444,0.005647
6685200,0.05461,0.05413,0.0009264
6686100,0.05461,0.05413,0.0009264
6687000,0.05461,0.05413,0.0009264
6687900,0.05461,0.05413,0.0009264
6688800,0.05461,0.05413,0.003
6689700,0.05461,0.05413,0.003
6690600,0.05461,0.05413,0.003
6691500,0.05461,0.05413,0.003
6692400,0.05461,0.05413,-7.74e-05
6693300,0.05461,0.05413,-7.74e-05
6694200,0.05461,0.05413,-7.74e-05
6695100,0.05461,0.05413,-7.74e-05
6696000,0.05461,0.05413,0.000902
6696900,0.05461,0.05413,0.000902
6697800,0.05461,0.05413,0.000902
6698700,0.05461,0.05413,0.000902
6699600,0.05461,0.05413,0.0072132
6700500,0.05461,0.05413,0.0072132
6701400,0.05461,0.05413,0.0072132
6702300,0.05461,0.05413,0.0072132
6703200,0.05461,0.0888,0.0060877
6704100,0.05461,0.0888,0.0060877
6705000,0.05461,0.0888,0.0060877
6705900,0.05461,0.0888,0.0060877
6706800,0.05461,0.0888,0.0053767
6707700,0.05461,0.0888,0.0053767
6708600,0.05461,0.0888,0.0053767
6709500,0.05461,0.0888,0.0053767
6710400,0.05461,0.0888,0.0002738
6711300,0.05461,0.0888,0.0002738
6712200,0.05461,0.0888,0.0002738
6713100,0.05461,0.0888,0.0002738
6714000,0.05461,0.0888,0.0149804
6714900,0.05461,0.0888,0.0149804
6715800,0.05461,0.0888,0.0149804
6716700,0.05461,0.0888,0.0149804
6717600,0.05461,0.05413,0.0174463
6718500,0.05461,0.05413,0.0174463
6719400,0.05461,0.05413,0.0174463
6720300,0.05461,0.05413,0.0174463
6721200,0.05461,0.05413,0.0147526
6722100,0.05461,0.05413,0.0147526
6723000,0.05461,0.05413,0.0147526
6723900,0.05461,0.05413,0.0147526
6724800,0.05461,0.05413,0.0151032
6725700,0.05461,0.05413,0.0151032
6726600,0.05461,0.05413,0.0151032
6727500,0.05461,0.05413,0.0151032
6728400,0.05461,0.0444,0.0130545
6729300,0.05461,0.0444,0.0130545
6730200,0.05461,0.0444,0.0130545
6731100,0.05461,0.0444,0.0130545
6732000,0.05461,0.0444,0.0109895
6732900,0.05461,0.0444,0.0109895
6733800,0.05461,0.0444,0.0109895
6734700,0.05461,0.0444,0.0109895
6735600,0.05461,0.0444,0.0151873
6736500,0.05461,0.0444,0.0151873
6737400,0.05461,0.0444,0.0151873
6738300,0.05461,0.0444,0.0151873
6739200,0.05461,0.0444,0.0140348
6740100,0.05461,0.0444,0.0140348
6741000,0.05461,0.0444,0.0140348
6741900,0.05461,0.0444,0.0140348
6742800,0.05461,0.0444,0.01469
6743700,0.05461,0.0444,0.01469
6744600,0.05461,0.0444,0.01469
6745500,0.05461,0.0444,0.01469
6746400,0.05461,0.0444,0.0152242
6747300,0.05461,0.0444,0.0152242
6748200,0.05461,0.0444,0.0152242
6749100,0.05461,0.0444,0.0152242
6750000,0.05461,0.0444,0.015865
6750900,0.05461,0.0444,0.015865
6751800,0.05461,0.0444,0.015865
6752700,0.05461,0.0444,0.015865
6753600,0.05461,0.0444,0.0175305
6754500,0.05461,0.0444,0.0175305
6755400,0.05461,0.0444,0.0175305
6756300,0.05461,0.0444,0.0175305
6757200,0.05461,0.0444,0.0214667
6758100,0.05461,0.0444,0.0214667
6759000,0.05461,0.0444,0.0214667
6759900,0.05461,0.0444,0.0214667
6760800,0.05461,0.0444,0.0191448
6761700,0.05461,0.0444,0.0191448
6762600,0.05461,0.0444,0.0191448
6763500,0.05461,0.0444,0.0191448
6764400,0.05461,0.0444,0.0185806
6765300,0.05461,0.0444,0.0185806
6766200,0.05461,0.0444,0.0185806
6767100,0.05461,0.0444,0.0185806
6768000,0.05461,0.0444,0.0196113
6768900,0.05461,0.0444,0.0196113
6769800,0.05461,0.0444,0.0196113
6770700,0.05461,0.0444,0.0196113
6771600,0.05461,0.05413,0.0198236
6772500,0.05461,0.05413,0.0198236
6773400,0.05461,0.05413,0.0198236
6774300,0.05461,0.05413,0.0198236
6775200,0.05461,0.05413,0.0219586
6776100,0.05461,0.05413,0.0219586
6777000,0.05461,0.05413,0.0219586
6777900,0.05461,0.05413,0.0219586
6778800,0.05461,0.05413,0.0214377
6779700,0.05461,0.05413,0.0214377
6780600,0.05461,0.05413,0.0214377
6781500,0.05461,0.05413,0.0214377
6782400,0.05461,0.05413,0.0207325
6783300,0.05461,0.05413,0.0207325
6784200,0.05461,0.05413,0.0207325
6785100,0.05461,0.05413,0.0207325
6786000,0.05461,0.05413,0.0192013
6786900,0.05461,0.05413,0.0192013
6787800,0.05461,0.05413,0.0192013
6788700,0.05461,0.05413,0.0192013
6789600,0.05461,0.0888,0.0182312
6790500,0.05461,0.0888,0.0182312
6791400,0.05461,0.0888,0.0182312
6792300,0.05461,0.0888,0.0182312
6793200,0.05461,0.0888,0.0186594
6794100,0.05461,0.0888,0.0186594
6795000,0.05461,0.0888,0.0186594
6795900,0.05461,0.0888,0.0186594
6796800,0.05461,0.0888,0.0210351
6797700,0.05461,0.0888,0.0210351
6798600,0.05461,0.0888,0.0210351
6799500,0.05461,0.0888,0.0210351
6800400,0.05461,0.0888,0.0228647
6801300,0.05461,0.0888,0.0228647
6802200,0.05461,0.0888,0.0228647
6803100,0.05461,0.0888,0.0228647
6804000,0.05461,0.05413,0.0295157
6804900,0.05461,0.05413,0.0295157
6805800,0.05461,0.05413,0.0295157
6806700,0.05461,0.05413,0.0295157
6807600,0.05461,0.05413,0.0304812
6808500,0.05461,0.05413,0.0304812
6809400,0.05461,0.05413,0.0304812
6810300,0.05461,0.05413,0.0304812
6811200,0.05461,0.05413,0.0222574
6812100,0.05461,0.05413,0.0222574
6813000,0.05461,0.05413,0.0222574
6813900,0.05461,0.05413,0.0222574
6814800,0.05461,0.0444,0.0200772
6815700,0.05461,0.0444,0.0200772
6816600,0.05461,0.0444,0.0200772
6817500,0.05461,0.0444,0.0200772
6818400,0.05461,0.0444,0.017961
6819300,0.05461,0.0444,0.017961
6820200,0.05461,0.0444,0.017961
6821100,0.05461,0.0444,0.017961
6822000,0.05461,0.0444,0.0183511
6822900,0.05461,0.0444,0.0183511
6823800,0.05461,0.0444,0.0183511
6824700,0.05461,0.0444,0.0183511
6825600,0.05461,0.0444,0.0181221
6826500,0.05461,0.0444,0.0181221
6827400,0.05461,0.0444,0.0181221
6828300,0.05461,0.0444,0.0181221
6829200,0.05461,0.0444,0.01838
6830100,0.05461,0.0444,0.01838
6831000,0.05461,0.0444,0.01838
6831900,0.05461,0.0444,0.01838
6832800,0.05461,0.0444,0.0186914
6833700,0.05461,0.0444,0.0186914
6834600,0.05461,0.0444,0.0186914
6835500,0.05461,0.0444,0.0186914
6836400,0.05461,0.0444,0.0192336
6837300,0.05461,0.0444,0.0192336
6838200,0.05461,0.0444,0.0192336
6839100,0.05461,0.0444,0.0192336
6840000,0.05461,0.0444,0.0221001
6840900,0.05461,0.0444,0.0221001
6841800,0.05461,0.0444,0.0221001
6842700,0.05461,0.0444,0.0221001
6843600,0.05461,0.0444,0.0326747
6844500,0.05461,0.0444,0.0326747
6845400,0.05461,0.0444,0.0326747
6846300,0.05461,0.0444,0.0326747
6847200,0.05461,0.0444,0.0342822
6848100,0.05461,0.0444,0.0342822
6849000,0.05461,0.0444,0.0342822
6849900,0.05461,0.0444,0.0342822
6850800,0.05461,0.0444,0.0306316
6851700,0.05461,0.0444,0.0306316
6852600,0.05461,0.0444,0.0306316
6853500,0.05461,0.0444,0.0306316
6854400,0.05461,0.0444,0.0301203
6855300,0.05461,0.0444,0.0301203
6856200,0.05461,0.0444,0.0301203
6857100,0.05461,0.0444,0.0301203
6858000,0.05461,0.05413,0.0272272
6858900,0.05461,0.05413,0.0272272
6859800,0.05461,0.05413,0.0272272
6860700,0.05461,0.05413,0.0272272
6861600,0.05461,0.05413,0.0238158
6862500,0.05461,0.05413,0.0238158
6863400,0.05461,0.05413,0.0238158
6864300,0.05461,0.05413,0.0238158
6865200,0.05461,0.05413,0.0224068
6866100,0.05461,0.05413,0.0224068
6867000,0.05461,0.05413,0.0224068
6867900,0.05461,0.05413,0.0224068
6868800,0.05461,0.05413,0.0214554
6869700,0.05461,0.05413,0.0214554
6870600,0.05461,0.05413,0.0214554
6871500,0.05461,0.05413,0.0214554
6872400,0.05461,0.05413,0.0204275
6873300,0.05461,0.05413,0.0204275
6874200,0.05461,0.05413,0.0204275
6875100,0.05461,0.05413,0.0204275
6876000,0.05461,0.0888,0.0192759
6876900,0.05461,0.0888,0.0192759
6877800,0.05461,0.0888,0.0192759
6878700,0.05461,0.0888,0.0192759
6879600,0.05461,0.0888,0.0191349
6880500,0.05461,0.0888,0.0191349
6881400,0.05461,0.0888,0.0191349
6882300,0.05461,0.0888,0.0191349
6883200,0.05461,0.0888,0.018912
6884100,0.05461,0.0888,0.018912
6885000,0.05461,0.0888,0.018912
6885900,0.05461,0.0888,0.018912
6886800,0.05461,0.0888,0.018498
6887700,0.05461,0.0888,0.018498
6888600,0.05461,0.0888,0.018498
6889500,0.05461,0.0888,0.018498
6890400,0.05461,0.05413,0.0198165
6891300,0.05461,0.05413,0.0198165
6892200,0.05461,0.05413,0.0198165
6893100,0.05461,0.05413,0.0198165
6894000,0.05461,0.05413,0.0173527
6894900,0.05461,0.05413,0.0173527
6895800,0.05461,0.05413,0.0173527
6896700,0.05461,0.05413,0.0173527
6897600,0.05461,0.05413,0.0114018
6898500,0.05461,0.05413,0.0114018
6899400,0.05461,0.05413,0.0114018
6900300,0.05461,0.05413,0.0114018
6901200,0.05461,0.0444,0.0045613
6902100,0.05461,0.0444,0.0045613
6903000,0.05461,0.0444,0.0045613
6903900,0.05461,0.0444,0.0045613
6904800,0.05461,0.0444,-9e-06
6905700,0.05461,0.0444,-9e-06
6906600,0.05461,0.0444,-9e-06
6907500,0.05461,0.0444,-9e-06
6908400,0.05461,0.0444,-0.0038667
6909300,0.05461,0.0444,-0.0038667
6910200,0.05461,0.0444,-0.0038667
6911100,0.05461,0.0444,-0.0038667
6912000,0.05461,0.0444,-0.0053485
6912900,0.05461,0.0444,-0.0053485
6913800,0.05461,0.0444,-0.0053485
6914700,0.05461,0.0444,-0.0053485
6915600,0.05461,0.0444,-0.0001203
6916500,0.05461,0.0444,-0.0001203
6917400,0.05461,0.0444,-0.0001203
6918300,0.05461,0.0444,-0.0001203
6919200,0.05461,0.0444,-0.0003246
6920100,0.05461,0.0444,-0.0003246
6921000,0.05461,0.0444,-0.0003246
6921900,0.05461,0.0444,-0.0003246
6922800,0.05461,0.0444,0.0025802
6923700,0.05461,0.0444,0.0025802
6924600,0.05461,0.0444,0.0025802
6925500,0.05461,0.0444,0.0025802
6926400,0.05461,0.0444,0.0122807
6927300,0.05461,0.0444,0.0122807
6928200,0.05461,0.0444,0.0122807
6929100,0.05461,0.0444,0.0122807
6930000,0.05461,0.0444,0.0175815
6930900,0.05461,0.0444,0.0175815
6931800,0.05461,0.0444,0.0175815
6932700,0.05461,0.0444,0.0175815
6933600,0.05461,0.0444,0.0175538
6934500,0.05461,0.0444,0.0175538
6935400,0.05461,0.0444,0.0175538
6936300,0.05461,0.0444,0.0175538
6937200,0.05461,0.0444,0.017945
6938100,0.05461,0.0444,0.017945
6939000,0.05461,0.0444,0.017945
6939900,0.05461,0.0444,0.017945
6940800,0.05461,0.0444,0.0191148
6941700,0.05461,0.0444,0.0191148
6942600,0.05461,0.0444,0.0191148
6943500,0.05461,0.0444,0.0191148
6944400,0.05461,0.05413,0.0190116
6945300,0.05461,0.05413,0.0190116
6946200,0.05461,0.05413,0.0190116
6947100,0.05461,0.05413,0.0190116
6948000,0.05461,0.05413,0.0190663
6948900,0.05461,0.05413,0.0190663
6949800,0.05461,0.05413,0.0190663
6950700,0.05461,0.05413,0.0190663
6951600,0.05461,0.05413,0.019151
6952500,0.05461,0.05413,0.019151
6953400,0.05461,0.05413,0.019151
6954300,0.05461,0.05413,0.019151
6955200,0.05461,0.05413,0.0191674
6956100,0.05461,0.05413,0.0191674
6957000,0.05461,0.05413,0.0191674
6957900,0.05461,0.05413,0.0191674
6958800,0.05461,0.05413,0.0198643
6959700,0.05461,0.05413,0.0198643
6960600,0.05461,0.05413,0.0198643
6961500,0.05461,0.05413,0.0198643
6962400,0.05461,0.0888,0.0205728
6963300,0.05461,0.0888,0.0205728
6964200,0.05461,0.0888,0.0205728
6965100,0.05461,0.0888,0.0205728
6966000,0.05461,0.0888,0.0223017
6966900,0.05461,0.0888,0.0223017
6967800,0.05461,0.0888,0.0223017
6968700,0.05461,0.0888,0.0223017
6969600,0.05461,0.0888,0.0223426
6970500,0.05461,0.0888,0.0223426
6971400,0.05461,0.0888,0.0223426
6972300,0.05461,0.0888,0.0223426
6973200,0.05461,0.0888,0.0222748
6974100,0.05461,0.0888,0.0222748
6975000,0.05461,0.0888,0.0222748
6975900,0.05461,0.0888,0.0222748
6976800,0.05461,0.05413,0.0249154
6977700,0.05461,0.05413,0.0249154
6978600,0.05461,0.05413,0.0249154
6979500,0.05461,0.05413,0.0249154
6980400,0.05461,0.05413,0.0208207
6981300,0.05461,0.05413,0.0208207
6982200,0.05461,0.05413,0.0208207
6983100,0.05461,0.05413,0.0208207
6984000,0.05461,0.05413,0.0162774
6984900,0.05461,0.05413,0.0162774
6985800,0.05461,0.05413,0.0162774
6986700,0.05461,0.05413,0.0162774
6987600,0.05461,0.0444,0.0125978
6988500,0.05461,0.0444,0.0125978
6989400,0.05461,0.0444,0.0125978
6990300,0.05461,0.0444,0.0125978
6991200,0.05461,0.0444,0.0071356
6992100,0.05461,0.0444,0.0071356
6993000,0.05461,0.0444,0.0071356
6993900,0.05461,0.0444,0.0071356
6994800,0.05461,0.0444,0.0007153
6995700,0.05461,0.0444,0.0007153
6996600,0.05461,0.0444,0.0007153
6997500,0.05461,0.0444,0.0007153
6998400,0.05461,0.0444,0.0002482
6999300,0.05461,0.0444,0.0002482
7000200,0.05461,0.0444,0.0002482
7001100,0.05461,0.0444,0.0002482
7002000,0.05461,0.0444,0.00034
7002900,0.05461,0.0444,0.00034
7003800,0.05461,0.0444,0.00034
7004700,0.05461,0.0444,0.00034
7005600,0.05461,0.0444,0.0002612
7006500,0.05461,0.0444,0.0002612
7007400,0.05461,0.0444,0.0002612
7008300,0.05461,0.0444,0.0002612
7009200,0.05461,0.0444,0.0018365
7010100,0.05461,0.0444,0.0018365
7011000,0.05461,0.0444,0.0018365
7011900,0.05461,0.0444,0.0018365
7012800,0.05461,0.0444,0.0100957
7013700,0.05461,0.0444,0.0100957
7014600,0.05461,0.0444,0.0100957
7015500,0.05461,0.0444,0.0100957
7016400,0.05461,0.0444,0.0150683
7017300,0.05461,0.0444,0.0150683
7018200,0.05461,0.0444,0.0150683
7019100,0.05461,0.0444,0.0150683
7020000,0.05461,0.0444,0.0153278
7020900,0.05461,0.0444,0.0153278
7021800,0.05461,0.0444,0.0153278
7022700,0.05461,0.0444,0.0153278
7023600,0.05461,0.0444,0.0157007
7024500,0.05461,0.0444,0.0157007
7025400,0.05461,0.0444,0.0157007
7026300,0.05461,0.0444,0.0157007
7027200,0.05461,0.0444,0.0159104
7028100,0.05461,0.0444,0.0159104
7029000,0.05461,0.0444,0.0159104
7029900,0.05461,0.0444,0.0159104
7030800,0.05461,0.05413,0.0157772
7031700,0.05461,0.05413,0.0157772
7032600,0.05461,0.05413,0.0157772
7033500,0.05461,0.05413,0.0157772
7034400,0.05461,0.05413,0.01299
7035300,0.05461,0.05413,0.01299
7036200,0.05461,0.05413,0.01299
7037100,0.05461,0.05413,0.01299
7038000,0.05461,0.05413,0.0079994
7038900,0.05461,0.05413,0.0079994
7039800,0.05461,0.05413,0.0079994
7040700,0.05461,0.05413,0.0079994
7041600,0.05461,0.05413,0.009027
7042500,0.05461,0.05413,0.009027
7043400,0.05461,0.05413,0.009027
7044300,0.05461,0.05413,0.009027
7045200,0.05461,0.05413,0.0098739
7046100,0.05461,0.05413,0.0098739
7047000,0.05461,0.05413,0.0098739
7047900,0.05461,0.05413,0.0098739
7048800,0.05461,0.05413,0.0048323
7049700,0.05461,0.05413,0.0048323
7050600,0.05461,0.05413,0.0048323
7051500,0.05461,0.05413,0.0048323
7052400,0.05461,0.05413,0.0047804
7053300,0.05461,0.05413,0.0047804
7054200,0.05461,0.05413,0.0047804
7055100,0.05461,0.05413,0.0047804
7056000,0.05461,0.05413,0.0061862
7056900,0.05461,0.05413,0.0061862
7057800,0.05461,0.05413,0.0061862
7058700,0.05461,0.05413,0.0061862
7059600,0.05461,0.05413,0.0066741
7060500,0.05461,0.05413,0.0066741
7061400,0.05461,0.05413,0.0066741
7062300,0.05461,0.05413,0.0066741
7063200,0.05461,0.05413,0.0139666
7064100,0.05461,0.05413,0.0139666
7065000,0.05461,0.05413,0.0139666
7065900,0.05461,0.05413,0.0139666
7066800,0.05461,0.05413,0.0120731
7067700,0.05461,0.05413,0.0120731
7068600,0.05461,0.05413,0.0120731
7069500,0.05461,0.05413,0.0120731
7070400,0.05461,0.05413,0.0033437
7071300,0.05461,0.05413,0.0033437
7072200,0.05461,0.05413,0.0033437
7073100,0.05461,0.05413,0.0033437
7074000,0.05461,0.0444,0.0020175
7074900,0.05461,0.0444,0.0020175
7075800,0.05461,0.0444,0.0020175
7076700,0.05461,0.0444,0.0020175
7077600,0.05461,0.0444,0.0002621
7078500,0.05461,0.0444,0.0002621
7079400,0.05461,0.0444,0.0002621
7080300,0.05461,0.0444,0.0002621
7081200,0.05461,0.0444,-1.87e-05
7082100,0.05461,0.0444,-1.87e-05
7083000,0.05461,0.0444,-1.87e-05
7083900,0.05461,0.0444,-1.87e-05
7084800,0.05461,0.0444,-0.0001303
7085700,0.05461,0.0444,-0.0001303
7086600,0.05461,0.0444,-0.0001303
7087500,0.05461,0.0444,-0.0001303
7088400,0.05461,0.0444,-2.23e-05
7089300,0.05461,0.0444,-2.23e-05
7090200,0.05461,0.0444,-2.23e-05
7091100,0.05461,0.0444,-2.23e-05
7092000,0.05461,0.0444,0.0018196
7092900,0.05461,0.0444,0.0018196
7093800,0.05461,0.0444,0.0018196
7094700,0.05461,0.0444,0.0018196
7095600,0.05461,0.0444,0.004707
7096500,0.05461,0.0444,0.004707
7097400,0.05461,0.0444,0.004707
7098300,0.05461,0.0444,0.004707
7099200,0.05461,0.0444,0.0052045
7100100,0.05461,0.0444,0.0052045
7101000,0.05461,0.0444,0.0052045
7101900,0.05461,0.0444,0.0052045
7102800,0.05461,0.0444,0.010783
7103700,0.05461,0.0444,0.010783
7104600,0.05461,0.0444,0.010783
7105500,0.05461,0.0444,0.010783
7106400,0.05461,0.0444,0.0113349
7107300,0.05461,0.0444,0.0113349
7108200,0.05461,0.0444,0.0113349
7109100,0.05461,0.0444,0.0113349
7110000,0.05461,0.0444,0.0146609
7110900,0.05461,0.0444,0.0146609
7111800,0.05461,0.0444,0.0146609
7112700,0.05461,0.0444,0.0146609
7113600,0.05461,0.0444,0.0163605
7114500,0.05461,0.0444,0.0163605
7115400,0.05461,0.0444,0.0163605
7116300,0.05461,0.0444,0.0163605
7117200,0.05461,0.05413,0.0171262
7118100,0.05461,0.05413,0.0171262
7119000,0.05461,0.05413,0.0171262
7119900,0.05461,0.05413,0.0171262
7120800,0.05461,0.05413,0.0193211
7121700,0.05461,0.05413,0.0193211
7122600,0.05461,0.05413,0.0193211
7123500,0.05461,0.05413,0.0193211
7124400,0.05461,0.05413,0.0186341
7125300,0.05461,0.05413,0.0186341
7126200,0.05461,0.05413,0.0186341
7127100,0.05461,0.05413,0.0186341
7128000,0.05461,0.05413,0.02102
7128900,0.05461,0.05413,0.02102
7129800,0.05461,0.05413,0.02102
7130700,0.05461,0.05413,0.02102
7131600,0.05461,0.05413,0.0230701
7132500,0.05461,0.05413,0.0230701
7133400,0.05461,0.05413,0.0230701
7134300,0.05461,0.05413,0.0230701
7135200,0.05461,0.05413,0.023494
7136100,0.05461,0.05413,0.023494
7137000,0.05461,0.05413,0.023494
7137900,0.05461,0.05413,0.023494
7138800,0.05461,0.05413,0.0228094
7139700,0.05461,0.05413,0.0228094
7140600,0.05461,0.05413,0.0228094
7141500,0.05461,0.05413,0.0228094
7142400,0.05461,0.05413,0.0232451
7143300,0.05461,0.05413,0.0232451
7144200,0.05461,0.05413,0.0232451
7145100,0.05461,0.05413,0.0232451
7146000,0.05461,0.05413,0.0221389
7146900,0.05461,0.05413,0.0221389
7147800,0.05461,0.05413,0.0221389
7148700,0.05461,0.05413,0.0221389
7149600,0.05461,0.05413,0.0200726
7150500,0.05461,0.05413,0.0200726
7151400,0.05461,0.05413,0.0200726
7152300,0.05461,0.05413,0.0200726
7153200,0.05461,0.05413,0.0174831
7154100,0.05461,0.05413,0.0174831
7155000,0.05461,0.05413,0.0174831
7155900,0.05461,0.05413,0.0174831
7156800,0.05461,0.05413,0.0105966
7157700,0.05461,0.05413,0.0105966
7158600,0.05461,0.05413,0.0105966
7159500,0.05461,0.05413,0.0105966
7160400,0.05461,0.0444,0.0049904
7161300,0.05461,0.0444,0.0049904
7162200,0.05461,0.0444,0.0049904
7163100,0.05461,0.0444,0.0049904
7164000,0.05461,0.0444,0.0001388
7164900,0.05461,0.0444,0.0001388
7165800,0.05461,0.0444,0.0001388
7166700,0.05461,0.0444,0.0001388
7167600,0.05461,0.0444,0.0074981
7168500,0.05461,0.0444,0.0074981
7169400,0.05461,0.0444,0.0074981
7170300,0.05461,0.0444,0.0074981
7171200,0.05461,0.0444,0.0055066
7172100,0.05461,0.0444,0.0055066
7173000,0.05461,0.0444,0.0055066
7173900,0.05461,0.0444,0.0055066
7174800,0.05461,0.0444,0.0069619
7175700,0.05461,0.0444,0.0069619
7176600,0.05461,0.0444,0.0069619
7177500,0.05461,0.0444,0.0069619
7178400,0.05461,0.0444,0.0105519
7179300,0.05461,0.0444,0.0105519
7180200,0.05461,0.0444,0.0105519
7181100,0.05461,0.0444,0.0105519
7182000,0.05461,0.0444,0.0116987
7182900,0.05461,0.0444,0.0116987
7183800,0.05461,0.0444,0.0116987
7184700,0.05461,0.0444,0.0116987
7185600,0.05461,0.0444,0.0117692
7186500,0.05461,0.0444,0.0117692
7187400,0.05461,0.0444,0.0117692
7188300,0.05461,0.0444,0.0117692
7189200,0.05461,0.0444,0.0123207
7190100,0.05461,0.0444,0.0123207
7191000,0.05461,0.0444,0.0123207
7191900,0.05461,0.0444,0.0123207
7192800,0.05461,0.0444,0.0136305
7193700,0.05461,0.0444,0.0136305
7194600,0.05461,0.0444,0.0136305
7195500,0.05461,0.0444,0.0136305
7196400,0.05461,0.0444,0.0146296
7197300,0.05461,0.0444,0.0146296
7198200,0.05461,0.0444,0.0146296
7199100,0.05461,0.0444,0.0146296
7200000,0.05461,0.0444,0.015655
7200900,0.05461,0.0444,0.015655
7201800,0.05461,0.0444,0.015655
7202700,0.05461,0.0444,0.015655
7203600,0.05461,0.05413,0.0155915
7204500,0.05461,0.05413,0.0155915
7205400,0.05461,0.05413,0.0155915
7206300,0.05461,0.05413,0.0155915
7207200,0.05461,0.05413,0.0169251
7208100,0.05461,0.05413,0.0169251
7209000,0.05461,0.05413,0.0169251
7209900,0.05461,0.05413,0.0169251
7210800,0.05461,0.05413,0.0161807
7211700,0.05461,0.05413,0.0161807
7212600,0.05461,0.05413,0.0161807
7213500,0.05461,0.05413,0.0161807
7214400,0.05461,0.05413,0.0162424
7215300,0.05461,0.05413,0.0162424
7216200,0.05461,0.05413,0.0162424
7217100,0.05461,0.05413,0.0162424
7218000,0.05461,0.05413,0.0156266
7218900,0.05461,0.05413,0.0156266
7219800,0.05461,0.05413,0.0156266
7220700,0.05461,0.05413,0.0156266
7221600,0.05461,0.0888,0.0124575
7222500,0.05461,0.0888,0.0124575
7223400,0.05461,0.0888,0.0124575
7224300,0.05461,0.0888,0.0124575
7225200,0.05461,0.0888,0.0127526
7226100,0.05461,0.0888,0.0127526
7227000,0.05461,0.0888,0.0127526
7227900,0.05461,0.0888,0.0127526
7228800,0.05461,0.0888,0.0106005
7229700,0.05461,0.0888,0.0106005
7230600,0.05461,0.0888,0.0106005
7231500,0.05461,0.0888,0.0106005
7232400,0.05461,0.0888,0.0073581
7233300,0.05461,0.0888,0.0073581
7234200,0.05461,0.0888,0.0073581
7235100,0.05461,0.0888,0.0073581
7236000,0.05461,0.05413,0.0122012
7236900,0.05461,0.05413,0.0122012
7237800,0.05461,0.05413,0.0122012
7238700,0.05461,0.05413,0.0122012
7239600,0.05461,0.05413,0.008445
7240500,0.05461,0.05413,0.008445
7241400,0.05461,0.05413,0.008445
7242300,0.05461,0.05413,0.008445
7243200,0.05461,0.05413,0.0038456
7244100,0.05461,0.05413,0.0038456
7245000,0.05461,0.05413,0.0038456
7245900,0.05461,0.05413,0.0038456
7246800,0.05461,0.0444,0.0035965
7247700,0.05461,0.0444,0.0035965
7248600,0.05461,0.0444,0.0035965
